filename,label,class,num_channels,sample_rate,bit_depth,avg_rms,length_in_seconds,length_in_frames
data\Parsed_Capuchinbird_Clips\XC513083-2.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,48000,16,0.043731168,4.0,192000
data\Parsed_Capuchinbird_Clips\XC520626-0.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],2,44100,16,0.13101724,3.0,132300
data\Parsed_Capuchinbird_Clips\XC520626-1.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],2,44100,16,0.16509035,3.0,132300
data\Parsed_Capuchinbird_Clips\XC520626-2.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],2,44100,16,0.1286528,3.0,132300
data\Parsed_Capuchinbird_Clips\XC520626-3.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],2,44100,16,0.10560585,3.5,154350
data\Parsed_Capuchinbird_Clips\XC526106-0.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],2,44100,16,0.025066307,3.5,154350
data\Parsed_Capuchinbird_Clips\XC526106-1.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],2,44100,16,0.017442849,3.5,154350
data\Parsed_Capuchinbird_Clips\XC526106-2.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],2,44100,16,0.026289677,3.5,154350
data\Parsed_Capuchinbird_Clips\XC526106-3.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],2,44100,16,0.027437462,3.0,132300
data\Parsed_Capuchinbird_Clips\XC526106-4.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],2,44100,16,0.030439263,3.0,132300
data\Parsed_Capuchinbird_Clips\XC526106-5.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],2,44100,16,0.027148265,3.5,154350
data\Parsed_Capuchinbird_Clips\XC574020-0.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],2,48000,16,0.026115766,3.5,168000
data\Parsed_Capuchinbird_Clips\XC574021-0.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],2,48000,16,0.00707843,3.5,168000
data\Parsed_Capuchinbird_Clips\XC600460-0.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,48000,16,0.031715028,3.5,168000
data\Parsed_Capuchinbird_Clips\XC600460-1.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,48000,16,0.043866754,3.0,144000
data\Parsed_Capuchinbird_Clips\XC600460-2.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,48000,16,0.04276629,3.5,168000
data\Parsed_Capuchinbird_Clips\XC600460-3.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,48000,16,0.042773023,3.0,144000
data\Parsed_Capuchinbird_Clips\XC600460-4.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,48000,16,0.034200553,3.5,168000
data\Parsed_Capuchinbird_Clips\XC600460-5.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,48000,16,0.054594997,3.0,144000
data\Parsed_Capuchinbird_Clips\XC65195-0.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.06131679,3.5,154350
data\Parsed_Capuchinbird_Clips\XC65196-0.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.037856556,3.5,154350
data\Parsed_Capuchinbird_Clips\XC65196-1.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.040414285,3.5,154350
data\Parsed_Capuchinbird_Clips\XC65196-2.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.031141028,3.5,154350
data\Parsed_Capuchinbird_Clips\XC65196-3.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.05141065,3.5,154350
data\Parsed_Capuchinbird_Clips\XC65196-4.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.059797462,3.5,154350
data\Parsed_Capuchinbird_Clips\XC79965-0.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.0325948,3.0,132300
data\Parsed_Capuchinbird_Clips\XC79965-1.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.036172066,3.5,154350
data\Parsed_Capuchinbird_Clips\XC79965-10.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.044072334,4.5,198450
data\Parsed_Capuchinbird_Clips\XC79965-2.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.037104096,4.5,198450
data\Parsed_Capuchinbird_Clips\XC79965-3.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.045880593,5.0,220500
data\Parsed_Capuchinbird_Clips\XC79965-4.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.029688949,4.0,176400
data\Parsed_Capuchinbird_Clips\XC79965-5.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.039134845,3.5,154350
data\Parsed_Capuchinbird_Clips\XC79965-6.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.044941947,3.5,154350
data\Parsed_Capuchinbird_Clips\XC79965-7.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.0373688,3.5,154350
data\Parsed_Capuchinbird_Clips\XC79965-8.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.050076194,3.5,154350
data\Parsed_Capuchinbird_Clips\XC79965-9.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.049342357,3.5,154350
data\Parsed_Capuchinbird_Clips\XC9221-0.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.07981815,4.0,176400
data\Parsed_Capuchinbird_Clips\XC9221-1.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.08575175,4.0,176400
data\Parsed_Capuchinbird_Clips\XC9221-2.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.10054456,3.5,154350
data\Parsed_Capuchinbird_Clips\XC98557-0.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],2,44100,16,0.05792065,4.0,176400
data\Parsed_Capuchinbird_Clips\XC98557-1.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],2,44100,16,0.047663692,4.0,176400
data\Parsed_Capuchinbird_Clips\XC9892-0.wav,Parsed_Capuchinbird_Clips,[0. 1. 0. 0.],1,44100,16,0.026654508,3.5,154350
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-0.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.004291821,3.0579818594104307,134857
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-1.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.009809464,3.058004535147392,134858
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-10.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.011047358,3.0579818594104307,134857
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-11.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.0069605033,3.058004535147392,134858
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-12.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.010406655,3.058004535147392,134858
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-13.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.010292063,3.058004535147392,134858
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-14.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.010466975,3.058004535147392,134858
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-15.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.009699143,3.058004535147392,134858
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-16.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.015695492,3.058004535147392,134858
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-17.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.016855586,3.058004535147392,134858
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-18.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.014441161,3.058004535147392,134858
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-19.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.014072086,3.0579818594104307,134857
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-2.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.007442763,3.058004535147392,134858
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-20.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.01022694,3.056984126984127,134813
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-21.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.012249468,3.0570068027210886,134814
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-22.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.010552998,3.0570068027210886,134814
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-23.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.0074059027,3.0570068027210886,134814
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-24.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.010826772,3.056984126984127,134813
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-25.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.010006007,3.056984126984127,134813
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-26.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.009585041,3.0570068027210886,134814
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-27.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.011067559,3.0570068027210886,134814
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-28.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.010507459,3.0570068027210886,134814
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-29.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.0070356503,3.056984126984127,134813
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-3.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.012608362,3.058004535147392,134858
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-30.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.008121229,3.056984126984127,134813
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-31.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.008474332,3.0570068027210886,134814
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-32.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.008960053,3.0570068027210886,134814
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-33.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.008949214,3.0570068027210886,134814
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-34.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.005057206,3.056984126984127,134813
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-4.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.010086265,3.058004535147392,134858
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-5.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.014785021,3.058004535147392,134858
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-6.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.015300512,3.058004535147392,134858
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-7.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.0077080764,3.058004535147392,134858
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-8.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.015103237,3.058004535147392,134858
data\Parsed_Not_Capuchinbird_Clips\afternoon-birds-song-in-forest-9.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.015274608,3.0579818594104307,134857
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-0.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.006725721,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-1.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.016289076,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-10.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.003025666,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-11.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.007997005,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-12.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.0053057508,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-13.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.014267661,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-14.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.0045937286,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-15.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.0062811817,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-16.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.005728605,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-17.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.0050376654,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-18.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.0064593903,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-19.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.016369646,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-2.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.0032572031,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-20.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.010979307,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-21.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.018199747,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-22.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.007940684,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-23.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.013237251,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-24.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.02114474,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-25.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.008840565,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-26.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.011119551,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-27.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.011766401,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-28.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.02106292,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-29.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.011290376,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-3.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.010007671,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-30.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.012931436,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-31.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.012230118,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-32.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.020269731,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-33.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.018701784,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-34.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.012266523,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-35.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.009480773,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-36.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.007227029,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-37.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.00992001,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-38.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.01104844,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-39.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.010039106,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-4.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.020810062,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-40.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.010577982,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-41.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.008995529,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-42.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.005350906,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-43.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.011222497,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-44.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.023275342,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-45.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.0073498837,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-46.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.0076374887,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-47.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.0136746215,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-48.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.015064506,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-49.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.0064453,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-5.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.010272286,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-50.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.010427062,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-51.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.01774466,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-52.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.012953516,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-53.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.011449665,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-54.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.009203063,3.0090022675736963,132697
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-55.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.003043128,3.0090022675736963,132697
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-56.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.0007423036,3.0090022675736963,132697
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-6.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.003928865,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-7.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.006943329,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-8.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.011270364,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\birds-singing-in-forest-sounds-9.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.011021183,3.01,132741
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-0.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.023487097,3.1329931972789113,138165
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-1.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.026217245,3.1329931972789113,138165
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-10.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.014917801,3.1320181405895693,138122
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-11.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.056508362,3.131995464852608,138121
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-12.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.073401235,3.131995464852608,138121
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-13.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.020182537,3.1320181405895693,138122
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-14.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.022077177,3.131995464852608,138121
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-15.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.02025948,3.131995464852608,138121
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-16.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.045186054,3.131995464852608,138121
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-17.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.02400378,3.131995464852608,138121
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-18.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.024144318,3.131995464852608,138121
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-19.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.02350671,3.131995464852608,138121
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-2.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.040386625,3.133015873015873,138166
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-20.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.02929999,3.1320181405895693,138122
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-3.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.025847174,3.1329931972789113,138165
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-4.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.0754778,3.1329931972789113,138165
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-5.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.024058748,3.1329931972789113,138165
